Date,Power (kW),Temperature (ºC),Humidity (%),Pressure (mbar),Rain (mm/h),Day of Week,Hour,Day Type,Power-1 (kW),Power-2 (kW),HDH (hºC)
2017-01-01 02:00:00,117.9729915,7.263416666666667,80.27499999999999,1028.0,0.0,6,2,7,119.1906989,117.823342,8.736583333333332
2017-01-01 03:00:00,116.4132879,6.831333333333333,81.33333333333333,1028.0,0.0,6,3,7,117.9729915,119.1906989,9.168666666666669
2017-01-01 04:00:00,116.1723836,6.50025,81.24166666666666,1028.0,0.0,6,4,7,116.4132879,117.9729915,9.49975
2017-01-01 05:00:00,114.8782817,6.0064166666666665,81.00833333333334,1028.0,0.0,6,5,7,116.1723836,116.4132879,9.993583333333332
2017-01-01 06:00:00,116.1282213,5.645833333333333,80.44166666666666,1027.0,0.0,6,6,7,114.8782817,116.1723836,10.354166666666668
2017-01-01 07:00:00,116.1114773,5.47775,80.19166666666666,1027.0,0.0,6,7,7,116.1282213,114.8782817,10.52225
2017-01-01 08:00:00,112.4997965,5.41025,80.35833333333333,1027.0,0.0,6,8,7,116.1114773,116.1282213,10.58975
2017-01-01 09:00:00,112.9510473,5.480583333333333,80.09166666666667,1027.0,0.0,6,9,7,112.4997965,116.1114773,10.519416666666668
2017-01-01 10:00:00,112.7486542,6.0168333333333335,78.79166666666667,1027.0,0.0,6,10,7,112.9510473,112.4997965,9.983166666666666
2017-01-01 11:00:00,112.3430308,6.882416666666667,76.29166666666667,1026.1666666666667,0.0,6,11,7,112.7486542,112.9510473,9.117583333333332
2017-01-01 12:00:00,113.6214352,7.56,75.31666666666666,1025.1666666666667,0.0,6,12,7,112.3430308,112.7486542,8.440000000000001
2017-01-01 13:00:00,113.8309445,8.73,72.74916666666667,1023.6666666666666,0.0,6,13,7,113.6214352,112.3430308,7.27
2017-01-01 14:00:00,114.5270763,9.809166666666666,70.03083333333333,1023.0,0.0,6,14,7,113.8309445,113.6214352,6.190833333333334
2017-01-01 15:00:00,114.3096136,9.735833333333334,71.41083333333333,1022.25,0.0,6,15,7,114.5270763,113.8309445,6.264166666666666
2017-01-01 16:00:00,117.1276288,9.525833333333331,73.75833333333334,1022.0,0.0,6,16,7,114.3096136,114.5270763,6.474166666666667
2017-01-01 17:00:00,116.887771,8.9725,76.35833333333333,1022.0,0.0,6,17,7,117.1276288,114.3096136,7.0275
2017-01-01 18:00:00,118.3451269,8.865,76.30833333333334,1021.5833333333334,0.0,6,18,7,116.887771,117.1276288,7.135
2017-01-01 19:00:00,117.9116666,8.984166666666667,75.88333333333334,1021.0,0.0,6,19,7,118.3451269,116.887771,7.015833333333333
2017-01-01 20:00:00,125.8803455,9.186666666666667,76.85833333333333,1020.0,0.0,6,20,7,117.9116666,118.3451269,6.813333333333333
2017-01-01 21:00:00,126.0302043,9.174166666666666,78.60000000000001,1019.3333333333334,0.0,6,21,7,125.8803455,117.9116666,6.825833333333334
2017-01-01 22:00:00,125.6538829,10.0075,77.71666666666667,1018.9166666666666,0.0,6,22,7,126.0302043,125.8803455,5.9925
2017-01-01 23:00:00,126.1955513,9.882307692307691,80.23846153846154,1018.0,0.0,6,23,7,125.6538829,126.0302043,6.117692307692307
2017-01-02 00:00:00,126.10325,9.471666666666666,83.45833333333333,1017.0833333333334,0.0,0,0,0,126.1955513,125.6538829,6.528333333333334
2017-01-02 01:00:00,128.5286184,10.209166666666668,84.08333333333333,1015.9166666666666,0.0,0,1,0,126.10325,126.1955513,5.7908333333333335
2017-01-02 02:00:00,125.8692526,9.975833333333332,85.5,1015.0,0.0,0,2,0,128.5286184,126.10325,6.024166666666668
2017-01-02 03:00:00,126.8868692,9.791666666666666,87.19166666666666,1014.5,0.0,0,3,0,125.8692526,128.5286184,6.208333333333334
2017-01-02 04:00:00,127.1987262,9.895,86.625,1014.0,0.0,0,4,0,126.8868692,125.8692526,6.105
2017-01-02 05:00:00,126.4075722,10.0425,84.8,1013.3333333333334,0.0,0,5,0,127.1987262,126.8868692,5.9575
2017-01-02 06:00:00,139.113338,10.42,81.575,1013.0,0.0,0,6,0,126.4075722,127.1987262,5.58
2017-01-02 07:00:00,161.108675,10.256666666666666,82.43333333333334,1013.0,0.0,0,7,0,139.113338,126.4075722,5.743333333333334
2017-01-02 08:00:00,207.5688797,10.105833333333331,80.65833333333333,1013.0,0.0,0,8,0,161.108675,139.113338,5.894166666666667
2017-01-02 09:00:00,298.6870068,10.384166666666667,79.49166666666666,1013.3333333333334,0.0,0,9,0,207.5688797,161.108675,5.615833333333333
2017-01-02 10:00:00,336.420448,10.936666666666667,77.7,1014.0,0.0,0,10,0,298.6870068,207.5688797,5.063333333333333
2017-01-02 11:00:00,344.547567,11.874166666666667,74.7,1013.5833333333334,0.0,0,11,0,336.420448,298.6870068,4.125833333333333
2017-01-02 12:00:00,317.6479124,12.63,73.76666666666667,1012.9166666666666,0.0,0,12,0,344.547567,336.420448,3.369999999999999
2017-01-02 13:00:00,319.1310122,13.6175,70.11833333333333,1012.75,0.175,0,13,0,317.6479124,344.547567,2.3825000000000003
2017-01-02 14:00:00,335.5880619,13.714166666666666,71.26083333333334,1012.1666666666666,0.5916666666666667,0,14,0,319.1310122,317.6479124,2.2858333333333345
2017-01-02 15:00:00,333.6758971,13.200833333333334,77.0,1012.6666666666666,1.4166666666666667,0,15,0,335.5880619,319.1310122,2.7991666666666664
2017-01-02 16:00:00,310.4942477,13.099166666666669,76.81666666666666,1012.1666666666666,1.225,0,16,0,333.6758971,335.5880619,2.900833333333333
2017-01-02 17:00:00,263.5074442,13.498333333333331,76.89999999999999,1012.5,0.8333333333333334,0,17,0,310.4942477,333.6758971,2.501666666666667
2017-01-02 18:00:00,205.6567149,13.875,75.28333333333333,1013.1666666666666,0.1416666666666666,0,18,0,263.5074442,310.4942477,2.125
2017-01-02 19:00:00,172.1417152,13.494166666666668,79.64166666666667,1014.5,0.4666666666666666,0,19,0,205.6567149,263.5074442,2.5058333333333334
2017-01-02 20:00:00,142.1375137,13.403333333333334,81.55833333333334,1015.0,0.8250000000000001,0,20,0,172.1417152,205.6567149,2.596666666666666
2017-01-02 21:00:00,135.6644926,13.689166666666669,81.84166666666667,1015.8333333333334,1.05,0,21,0,142.1375137,172.1417152,2.310833333333333
2017-01-02 22:00:00,133.9245817,13.789166666666668,83.25833333333334,1016.0,0.0666666666666666,0,22,0,135.6644926,142.1375137,2.210833333333333
2017-01-02 23:00:00,132.5417366,14.146153846153847,84.03846153846153,1016.4615384615385,0.4615384615384615,0,23,0,133.9245817,135.6644926,1.8538461538461528
2017-01-03 00:00:00,134.0449292,14.39,82.93333333333334,1017.0,0.125,1,0,1,132.5417366,133.9245817,1.6099999999999994
2017-01-03 01:00:00,133.265496,14.2275,84.13333333333334,1017.0,0.0583333333333333,1,1,1,134.0449292,132.5417366,1.7725000000000009
2017-01-03 02:00:00,129.9405562,13.52,85.76666666666667,1017.0833333333334,0.2666666666666666,1,2,1,133.265496,134.0449292,2.479999999999998
2017-01-03 03:00:00,129.0342872,13.185,89.35833333333333,1018.0,0.1416666666666667,1,3,1,129.9405562,133.265496,2.8149999999999995
2017-01-03 04:00:00,129.5125377,14.351666666666668,86.69999999999999,1018.0,0.3416666666666666,1,4,1,129.0342872,129.9405562,1.6483333333333334
2017-01-03 05:00:00,132.7612923,14.8125,84.84166666666667,1018.0,0.2583333333333333,1,5,1,129.5125377,129.0342872,1.1875
2017-01-03 06:00:00,145.9055416,14.8925,84.38333333333334,1018.75,0.0,1,6,1,132.7612923,129.5125377,1.1075
2017-01-03 07:00:00,172.6256168,14.915,84.35833333333333,1019.5833333333334,0.0,1,7,1,145.9055416,132.7612923,1.0850000000000009
2017-01-03 08:00:00,225.1266381,14.969166666666666,84.625,1020.6666666666666,0.0,1,8,1,172.6256168,145.9055416,1.0308333333333335
2017-01-03 09:00:00,294.2259866,15.356666666666667,82.45833333333333,1021.6666666666666,0.0,1,9,1,225.1266381,172.6256168,0.6433333333333326
2017-01-03 10:00:00,323.5727768,15.551666666666668,81.00833333333334,1022.8333333333334,0.0,1,10,1,294.2259866,225.1266381,0.4483333333333323
2017-01-03 11:00:00,327.5505233,15.388333333333334,79.43333333333334,1023.0,0.0,1,11,1,323.5727768,294.2259866,0.6116666666666664
2017-01-03 12:00:00,303.585464,16.289166666666667,73.35833333333333,1022.9166666666666,0.0,1,12,1,327.5505233,323.5727768,0.0
2017-01-03 13:00:00,291.0075805,16.326666666666664,73.83,1022.0833333333334,0.0,1,13,1,303.585464,327.5505233,0.0
2017-01-03 14:00:00,301.1577933,16.334166666666665,73.29166666666667,1022.5,0.0,1,14,1,291.0075805,303.585464,0.0
2017-01-03 15:00:00,296.4267761,16.428333333333335,68.73416666666667,1023.0,0.0,1,15,1,301.1577933,291.0075805,0.0
2017-01-03 16:00:00,276.0072588,15.54,73.15916666666666,1023.3333333333334,0.0,1,16,1,296.4267761,301.1577933,0.4600000000000008
2017-01-03 17:00:00,245.6229685,15.3375,76.25,1024.0,0.0,1,17,1,276.0072588,296.4267761,0.6624999999999996
2017-01-03 18:00:00,197.7462214,15.173333333333334,78.31666666666668,1024.75,0.0,1,18,1,245.6229685,276.0072588,0.8266666666666662
2017-01-03 19:00:00,166.4698945,15.05,82.3,1025.0,0.0,1,19,1,197.7462214,245.6229685,0.9500000000000012
2017-01-03 20:00:00,138.3177887,14.9475,82.71666666666667,1025.0,0.0,1,20,1,166.4698945,197.7462214,1.0525000000000002
2017-01-03 21:00:00,127.9233228,14.949166666666663,82.36666666666666,1025.9166666666667,0.0,1,21,1,138.3177887,166.4698945,1.050833333333335
2017-01-03 22:00:00,127.3550733,14.954166666666666,82.18333333333334,1026.0,0.0,1,22,1,127.9233228,138.3177887,1.0458333333333345
2017-01-03 23:00:00,125.6352552,14.6825,83.325,1026.6666666666667,0.0,1,23,1,127.3550733,127.9233228,1.3175000000000008
2017-01-04 00:00:00,128.3034116,13.965833333333334,85.49166666666667,1027.0,0.0,2,0,2,125.6352552,127.3550733,2.034166666666666
2017-01-04 01:00:00,123.6755793,13.1275,88.78333333333335,1026.0,0.0,2,1,2,128.3034116,125.6352552,2.8725000000000005
2017-01-04 02:00:00,122.8063564,12.771666666666668,89.8,1026.5,0.0,2,2,2,123.6755793,128.3034116,3.228333333333333
2017-01-04 03:00:00,125.3307237,12.066666666666668,90.63333333333333,1027.0,0.0,2,3,2,122.8063564,123.6755793,3.933333333333332
2017-01-04 04:00:00,134.0426269,11.721666666666666,91.24166666666667,1026.8333333333333,0.0,2,4,2,125.3307237,122.8063564,4.278333333333334
2017-01-04 05:00:00,134.546412,11.645,91.45833333333331,1026.5,0.0,2,5,2,134.0426269,125.3307237,4.354999999999999
2017-01-04 06:00:00,151.9187306,11.561666666666667,91.63333333333333,1027.0,0.0,2,6,2,134.546412,134.0426269,4.438333333333333
2017-01-04 07:00:00,185.6894949,11.54,91.76666666666668,1027.3333333333333,0.0,2,7,2,151.9187306,134.546412,4.460000000000001
2017-01-04 08:00:00,238.7110453,11.348333333333334,91.96666666666664,1028.0,0.0,2,8,2,185.6894949,151.9187306,4.6516666666666655
2017-01-04 09:00:00,309.6116296,11.493333333333332,91.975,1028.0,0.0,2,9,2,238.7110453,185.6894949,4.506666666666668
2017-01-04 10:00:00,378.0956361,11.773333333333332,91.83333333333331,1029.0,0.0,2,10,2,309.6116296,238.7110453,4.226666666666667
2017-01-04 11:00:00,357.9109534,12.2825,91.51666666666668,1028.6666666666667,0.0,2,11,2,378.0956361,309.6116296,3.717500000000001
2017-01-04 12:00:00,300.7846114,13.2125,88.95,1027.6666666666667,0.0,2,12,2,357.9109534,378.0956361,2.7875
2017-01-04 13:00:00,288.7027689,14.205833333333333,82.75833333333334,1027.0,0.0,2,13,2,300.7846114,357.9109534,1.7941666666666674
2017-01-04 14:00:00,306.6502439,14.279166666666669,83.36666666666666,1027.0,0.0,2,14,2,288.7027689,300.7846114,1.7208333333333332
2017-01-04 15:00:00,310.2757385,14.0475,85.325,1027.0,0.0,2,15,2,306.6502439,288.7027689,1.9525000000000008
2017-01-04 16:00:00,312.0401375,13.847499999999998,86.39166666666667,1027.0,0.0,2,16,2,310.2757385,306.6502439,2.1525000000000016
2017-01-04 17:00:00,276.8632958,13.749166666666667,86.72500000000001,1027.0,0.0,2,17,2,312.0401375,310.2757385,2.250833333333333
2017-01-04 18:00:00,223.9129074,13.616666666666667,87.31666666666666,1027.9166666666667,0.0,2,18,2,276.8632958,312.0401375,2.383333333333333
2017-01-04 19:00:00,188.70488,13.453333333333331,88.00833333333333,1028.0,0.0,2,19,2,223.9129074,276.8632958,2.546666666666667
2017-01-04 20:00:00,160.4133804,13.068333333333332,89.5,1028.0,0.0,2,20,2,188.70488,223.9129074,2.931666666666666
2017-01-04 21:00:00,151.5851064,12.902500000000002,89.94166666666666,1028.0,0.0,2,21,2,160.4133804,188.70488,3.0974999999999984
2017-01-04 22:00:00,149.722755,12.415833333333332,90.5,1028.0,0.0,2,22,2,151.5851064,160.4133804,3.5841666666666665
2017-01-04 23:00:00,147.8392643,12.093846153846156,91.16923076923078,1028.0,0.0,2,23,2,149.722755,151.5851064,3.906153846153845
2017-01-05 00:00:00,145.1552011,11.873333333333331,91.65,1027.5833333333333,0.0,3,0,3,147.8392643,149.722755,4.126666666666667
2017-01-05 01:00:00,144.6811366,11.826666666666666,91.825,1027.0,0.0,3,1,3,145.1552011,147.8392643,4.173333333333334
2017-01-05 02:00:00,144.8464836,11.335833333333332,92.18333333333334,1027.0,0.0,3,2,3,144.6811366,145.1552011,4.664166666666667
2017-01-05 03:00:00,141.0818045,10.825,92.6,1027.0,0.0,3,3,3,144.8464836,144.6811366,5.174999999999999
2017-01-05 04:00:00,126.3399683,10.777500000000002,93.25833333333333,1027.0,0.0,3,4,3,141.0818045,144.8464836,5.222499999999998
2017-01-05 05:00:00,131.7221178,10.339166666666667,94.28333333333336,1026.5,0.0916666666666666,3,5,3,126.3399683,141.0818045,5.660833333333333
2017-01-05 06:00:00,143.4341272,9.801666666666668,94.99166666666667,1026.0,0.0083333333333333,3,6,3,131.7221178,126.3399683,6.198333333333332
2017-01-05 07:00:00,172.1500872,9.226666666666668,95.34166666666664,1026.75,0.0,3,7,3,143.4341272,131.7221178,6.773333333333333
2017-01-05 08:00:00,243.3392962,8.825,95.69166666666666,1027.0,0.0,3,8,3,172.1500872,143.4341272,7.175000000000001
2017-01-05 09:00:00,306.1259474,8.76,95.76666666666668,1027.0,0.0,3,9,3,243.3392962,172.1500872,7.24
2017-01-05 10:00:00,319.2626619,9.19,95.51666666666668,1027.25,0.0,3,10,3,306.1259474,243.3392962,6.8100000000000005
2017-01-05 11:00:00,319.2323134,9.628333333333334,95.29166666666669,1027.0,0.0,3,11,3,319.2626619,306.1259474,6.371666666666666
2017-01-05 12:00:00,297.469718,9.718333333333334,95.25,1027.0,0.0,3,12,3,319.2323134,319.2626619,6.281666666666666
2017-01-05 13:00:00,298.3046157,10.295833333333333,95.10833333333332,1026.1666666666667,0.0,3,13,3,297.469718,319.2323134,5.704166666666668
2017-01-05 14:00:00,315.3433101,10.200833333333334,95.225,1026.0,0.0,3,14,3,298.3046157,297.469718,5.799166666666666
2017-01-05 15:00:00,314.1534396,10.051666666666668,94.99166666666667,1026.0,0.0,3,15,3,315.3433101,298.3046157,5.948333333333332
2017-01-05 16:00:00,304.8477523,10.045,94.775,1026.0,0.0,3,16,3,314.1534396,315.3433101,5.955
2017-01-05 17:00:00,272.1588597,9.9525,94.93333333333334,1026.0,0.0,3,17,3,304.8477523,314.1534396,6.047500000000001
2017-01-05 18:00:00,205.8624568,9.9625,95.04166666666669,1026.0,0.0,3,18,3,272.1588597,304.8477523,6.0375
2017-01-05 19:00:00,174.3648998,9.915833333333332,95.175,1026.0,0.0,3,19,3,205.8624568,272.1588597,6.0841666666666665
2017-01-05 20:00:00,145.3192923,9.7875,95.39166666666668,1026.0,0.0,3,20,3,174.3648998,205.8624568,6.2125
2017-01-05 21:00:00,132.0946718,9.650833333333331,95.51666666666668,1026.0,0.0,3,21,3,145.3192923,174.3648998,6.349166666666667
2017-01-05 22:00:00,132.2568793,9.28,95.75,1026.0,0.0,3,22,3,132.0946718,145.3192923,6.720000000000001
2017-01-05 23:00:00,130.1241123,9.165833333333332,95.85833333333332,1026.0,0.0416666666666666,3,23,3,132.2568793,132.0946718,6.8341666666666665
2017-01-06 00:00:00,132.6275496,9.445,95.7,1026.0,0.0666666666666666,4,0,4,130.1241123,132.2568793,6.555
2017-01-06 01:00:00,132.3874825,9.258333333333333,95.89166666666668,1026.0,0.0,4,1,4,132.6275496,130.1241123,6.741666666666667
2017-01-06 02:00:00,129.7678837,9.056666666666668,96.05833333333334,1026.0,0.0,4,2,4,132.3874825,132.6275496,6.943333333333333
2017-01-06 03:00:00,129.9788581,8.610000000000001,96.34166666666664,1026.0,0.0,4,3,4,129.7678837,132.3874825,7.389999999999999
2017-01-06 04:00:00,127.9710432,8.184166666666666,96.65,1026.0,0.0,4,4,4,129.9788581,129.7678837,7.815833333333334
2017-01-06 05:00:00,123.7492529,8.361666666666666,96.56666666666666,1026.0,0.0,4,5,4,127.9710432,129.9788581,7.638333333333334
2017-01-06 06:00:00,141.1291063,8.220833333333333,96.68333333333334,1026.1666666666667,0.0,4,6,4,123.7492529,127.9710432,7.779166666666667
2017-01-06 07:00:00,178.7639672,7.815833333333333,96.9,1027.0,0.0,4,7,4,141.1291063,123.7492529,8.184166666666666
2017-01-06 08:00:00,247.6776666,7.44,97.11666666666667,1027.0,0.0,4,8,4,178.7639672,141.1291063,8.559999999999999
2017-01-06 09:00:00,318.7216214,7.142500000000001,97.325,1027.6666666666667,0.0083333333333333,4,9,4,247.6776666,178.7639672,8.857499999999998
2017-01-06 10:00:00,337.0563014,7.178666666666667,97.31666666666666,1028.0,0.0916666666666666,4,10,4,318.7216214,247.6776666,8.821333333333332
2017-01-06 11:00:00,343.5950427,7.409166666666667,97.2,1028.0,0.0,4,11,4,337.0563014,318.7216214,8.590833333333332
2017-01-06 12:00:00,308.0086009,7.896666666666666,96.98333333333332,1027.0,0.0,4,12,4,343.5950427,337.0563014,8.103333333333335
2017-01-06 13:00:00,294.9641877,8.709999999999999,93.39166666666668,1026.1666666666667,0.0,4,13,4,308.0086009,343.5950427,7.290000000000001
2017-01-06 14:00:00,295.3047188,10.915,77.925,1026.0,0.0,4,14,4,294.9641877,308.0086009,5.085000000000001
2017-01-06 15:00:00,291.7457816,12.513333333333334,70.89583333333333,1026.0,0.0,4,15,4,295.3047188,294.9641877,3.4866666666666664
2017-01-06 16:00:00,277.6077759,12.75,71.04083333333334,1026.0,0.0,4,16,4,291.7457816,295.3047188,3.25
2017-01-06 17:00:00,240.5057928,12.152499999999998,73.52499999999999,1026.0,0.0,4,17,4,277.6077759,291.7457816,3.847500000000002
2017-01-06 18:00:00,202.8449787,12.3575,71.32666666666667,1026.9166666666667,0.0,4,18,4,240.5057928,277.6077759,3.6425
2017-01-06 19:00:00,172.0422977,12.5375,68.44333333333333,1027.0,0.0,4,19,4,202.8449787,240.5057928,3.4625000000000004
2017-01-06 20:00:00,150.2416097,12.189166666666669,67.63583333333334,1027.0,0.0,4,20,4,172.0422977,202.8449787,3.810833333333333
2017-01-06 21:00:00,139.5354961,11.205833333333333,68.18666666666667,1027.9166666666667,0.0,4,21,4,150.2416097,172.0422977,4.794166666666667
2017-01-06 22:00:00,133.1660785,10.2,70.64,1028.0,0.0,4,22,4,139.5354961,150.2416097,5.799999999999999
2017-01-06 23:00:00,131.714583,9.675384615384615,71.08461538461539,1028.2307692307693,0.0,4,23,4,133.1660785,139.5354961,6.3246153846153845
2017-01-07 00:00:00,136.7832011,9.49,70.96666666666667,1028.4166666666667,0.0,5,0,5,131.714583,133.1660785,6.51
2017-01-07 01:00:00,135.0504064,9.2475,73.225,1028.0,0.0,5,1,5,136.7832011,131.714583,6.7525
2017-01-07 02:00:00,134.8025952,8.788333333333334,76.83333333333333,1028.0,0.0,5,2,5,135.0504064,136.7832011,7.211666666666666
2017-01-07 03:00:00,133.7893739,8.275833333333333,79.075,1028.0,0.0,5,3,5,134.8025952,135.0504064,7.724166666666667
2017-01-07 04:00:00,131.961557,7.739166666666667,80.3,1028.1666666666667,0.0,5,4,5,133.7893739,134.8025952,8.260833333333334
2017-01-07 05:00:00,131.3910052,7.385833333333333,79.65833333333333,1029.0,0.0,5,5,5,131.961557,133.7893739,8.614166666666666
2017-01-07 06:00:00,134.3586699,7.29,78.575,1029.0,0.0,5,6,5,131.3910052,131.961557,8.71
2017-01-07 07:00:00,134.9047336,7.140833333333333,78.97500000000001,1029.4166666666667,0.0,5,7,5,134.3586699,131.3910052,8.859166666666667
2017-01-07 08:00:00,141.3576619,7.207083333333333,76.55,1030.0,0.0,5,8,5,134.9047336,134.3586699,8.792916666666667
2017-01-07 09:00:00,136.1153248,8.15,72.3325,1030.5,0.0,5,9,5,141.3576619,134.9047336,7.85
2017-01-07 10:00:00,135.0024767,9.06,66.735,1031.0,0.0,5,10,5,136.1153248,141.3576619,6.94
2017-01-07 11:00:00,131.5004691,9.874166666666666,62.465833333333336,1030.5,0.0,5,11,5,135.0024767,136.1153248,6.125833333333334
2017-01-07 12:00:00,132.3106694,10.8575,60.9125,1029.5,0.0,5,12,5,131.5004691,135.0024767,5.1425
2017-01-07 13:00:00,138.2003714,11.833333333333334,59.321666666666665,1028.75,0.0,5,13,5,132.3106694,131.5004691,4.166666666666666
2017-01-07 14:00:00,139.8241208,12.53,58.80833333333334,1028.0,0.0,5,14,5,138.2003714,132.3106694,3.469999999999999
2017-01-07 15:00:00,143.311896,13.441666666666668,57.15,1028.6666666666667,0.0,5,15,5,139.8241208,138.2003714,2.558333333333332
2017-01-07 16:00:00,161.7217147,13.421666666666669,58.02166666666667,1029.0,0.0,5,16,5,143.311896,139.8241208,2.578333333333333
2017-01-07 17:00:00,193.7234754,12.286666666666669,63.8175,1029.0,0.0,5,17,5,161.7217147,143.311896,3.713333333333333
2017-01-07 18:00:00,193.5654539,12.03,66.80083333333333,1029.0,0.0,5,18,5,193.7234754,161.7217147,3.969999999999999
2017-01-07 19:00:00,144.2100023,11.966666666666669,66.73166666666667,1029.0,0.0,5,19,5,193.5654539,193.7234754,4.033333333333333
2017-01-07 20:00:00,140.9637593,11.746666666666668,67.56083333333333,1029.5833333333333,0.0,5,20,5,144.2100023,193.5654539,4.253333333333332
2017-01-07 21:00:00,139.1652444,11.470833333333331,67.7075,1029.9166666666667,0.0,5,21,5,140.9637593,144.2100023,4.529166666666667
2017-01-07 22:00:00,138.1287908,11.295,63.74583333333334,1030.0,0.0,5,22,5,139.1652444,140.9637593,4.705
2017-01-07 23:00:00,136.4397398,10.276666666666667,66.83333333333333,1030.0,0.0,5,23,5,138.1287908,139.1652444,5.723333333333333
2017-01-08 00:00:00,135.9160712,9.829166666666667,67.47916666666667,1029.1666666666667,0.0,6,0,6,136.4397398,138.1287908,6.1708333333333325
2017-01-08 01:00:00,134.1803463,9.2875,67.83749999999999,1029.0,0.0,6,1,6,135.9160712,136.4397398,6.7125
2017-01-08 02:00:00,133.3730762,8.750833333333334,67.81583333333333,1029.0,0.0,6,2,6,134.1803463,135.9160712,7.249166666666666
2017-01-08 03:00:00,132.4358308,7.430833333333333,81.18333333333334,1029.0,0.0,6,3,6,133.3730762,134.1803463,8.569166666666668
2017-01-08 04:00:00,129.6441874,7.076833333333333,78.10000000000001,1029.0,0.0,6,4,6,132.4358308,133.3730762,8.923166666666667
2017-01-08 05:00:00,129.701117,6.764666666666667,77.80833333333334,1029.0,0.0,6,5,6,129.6441874,132.4358308,9.235333333333331
2017-01-08 06:00:00,129.1429139,6.522583333333333,79.69166666666666,1029.0,0.0,6,6,6,129.701117,129.6441874,9.477416666666668
2017-01-08 07:00:00,127.7075345,6.25875,81.46666666666667,1029.8333333333333,0.0,6,7,6,129.1429139,129.701117,9.74125
2017-01-08 08:00:00,126.8684508,6.531083333333334,78.40833333333333,1030.0,0.0,6,8,6,127.7075345,129.1429139,9.468916666666663
2017-01-08 09:00:00,128.0258798,6.9955,74.59166666666667,1031.0,0.0,6,9,6,126.8684508,127.7075345,9.0045
2017-01-08 10:00:00,128.6361986,8.003333333333334,71.99166666666666,1031.0,0.0,6,10,6,128.0258798,126.8684508,7.996666666666666
2017-01-08 11:00:00,128.1123207,9.2475,66.73833333333333,1031.0,0.0,6,11,6,128.6361986,128.0258798,6.7525
2017-01-08 12:00:00,130.4298996,10.240833333333333,63.19583333333333,1030.0833333333333,0.0,6,12,6,128.1123207,128.6361986,5.759166666666667
2017-01-08 13:00:00,129.5571186,11.4475,58.60166666666667,1029.0,0.0,6,13,6,130.4298996,128.1123207,4.5525
2017-01-08 14:00:00,130.5619679,12.266666666666666,55.62083333333334,1028.4166666666667,0.0,6,14,6,129.5571186,130.4298996,3.7333333333333343
2017-01-08 15:00:00,130.9977305,12.4625,53.97,1028.75,0.0,6,15,6,130.5619679,129.5571186,3.5375
2017-01-08 16:00:00,132.597829,12.543333333333337,54.693333333333335,1029.0,0.0,6,16,6,130.9977305,130.5619679,3.456666666666665
2017-01-08 17:00:00,134.1713464,11.771666666666668,55.75666666666667,1028.6666666666667,0.0,6,17,6,132.597829,130.9977305,4.2283333333333335
2017-01-08 18:00:00,139.5269148,11.448333333333332,55.42166666666666,1028.3333333333333,0.0,6,18,6,134.1713464,132.597829,4.551666666666668
2017-01-08 19:00:00,145.5516153,10.990833333333333,59.155,1029.0,0.0,6,19,6,139.5269148,134.1713464,5.009166666666667
2017-01-08 20:00:00,142.4209059,10.2475,62.035,1029.0,0.0,6,20,6,145.5516153,139.5269148,5.7525
2017-01-08 21:00:00,140.8662255,9.994166666666668,56.475,1029.0,0.0,6,21,6,142.4209059,145.5516153,6.005833333333333
2017-01-08 22:00:00,139.2521039,9.750833333333334,49.07333333333333,1029.0,0.0,6,22,6,140.8662255,142.4209059,6.249166666666666
2017-01-08 23:00:00,141.4769629,9.25846153846154,48.36846153846154,1029.0,0.0,6,23,6,139.2521039,140.8662255,6.741538461538461
2017-01-09 00:00:00,141.4660793,8.8825,50.3425,1028.5,0.0,0,0,0,141.4769629,139.2521039,7.1175
2017-01-09 01:00:00,142.217257,8.838333333333333,52.2925,1028.0,0.0,0,1,0,141.4660793,141.4769629,7.161666666666667
2017-01-09 02:00:00,139.1288262,9.058333333333334,51.5675,1028.0,0.0,0,2,0,142.217257,141.4660793,6.941666666666666
2017-01-09 03:00:00,143.9372844,8.589166666666666,55.501666666666665,1028.0,0.0,0,3,0,139.1288262,142.217257,7.4108333333333345
2017-01-09 04:00:00,142.8832496,7.53,73.20333333333333,1028.0,0.0,0,4,0,143.9372844,139.1288262,8.469999999999999
2017-01-09 05:00:00,147.1602951,8.314166666666667,52.1875,1028.0,0.0,0,5,0,142.8832496,143.9372844,7.685833333333333
2017-01-09 06:00:00,150.7290694,7.661166666666666,60.395833333333336,1027.9166666666667,0.0,0,6,0,147.1602951,142.8832496,8.338833333333334
2017-01-09 07:00:00,185.5482174,6.286583333333333,72.345,1028.0833333333333,0.0,0,7,0,150.7290694,147.1602951,9.713416666666667
2017-01-09 08:00:00,271.7270738,6.707,68.935,1028.9166666666667,0.0,0,8,0,185.5482174,150.7290694,9.293
2017-01-09 09:00:00,362.2746491,7.822416666666666,66.01583333333333,1029.5833333333333,0.0,0,9,0,271.7270738,185.5482174,8.177583333333335
2017-01-09 10:00:00,369.745194,7.883333333333333,66.22416666666668,1030.0,0.0,0,10,0,362.2746491,271.7270738,8.116666666666667
2017-01-09 11:00:00,382.3906814,9.729166666666666,58.02916666666667,1029.1666666666667,0.0,0,11,0,369.745194,362.2746491,6.270833333333334
